"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 26 13:43:15 IST 2024","Fri Jul 26 13:43:28 IST 2024","12173","chromium","login.spec.ts","Successfully Logged In Verification ","","","Login",""
